anno	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16
Class4	1.39152	0.825438	0.860916	0.937356	1.07876	1.35122	0.762297	1.33746	2.15584	0.933121	1.23994	1.62555	1.38522	1.59022	0.874071	1.72407	1.21988	0.633711	2.72082	2.17093	1.62953	2.37978	1.40022	1.14093	1.58936	1.26324	1.83583	2.09356	2.95762	2.60495	2.02568	2.59453	2.44089	1.76044	3.1068	1.97626	2.39565	1.41752	1.78641	1.41472
Class4	2.70931	2.99591	3.4194	4.2305	3.94509	3.13242	2.4426	1.79613	3.73004	2.16952	1.23512	1.34347	3.08095	2.91391	2.41823	3.35288	3.80359	2.57715	3.51364	3.39316	2.6059	3.78306	2.22236	2.95317	2.04398	3.12073	2.75004	3.99858	7.35206	2.76496	3.62715	6.41333	4.53106	5.00662	4.67044	2.91438	9.75788	4.58575	6.06829	6.42422
Class4	1.69018	1.42478	0.753754	3.02423	5.86183	2.44845	10.3038	4.99747	5.36884	4.94752	8.84716	3.29146	7.56416	8.4432	3.05142	8.24551	3.42131	3.7718	4.42864	9.4318	3.45098	8.87867	4.4514	2.66593	1.44392	2.11202	2.17276	4.75582	14.7972	12.7012	1.91994	3.1821	4.6444	11.2464	7.51181	4.93305	25.0823	11.7495	6.06294	3.37642
Class4	0.753266	0.0848842	0.935079	1.31911	0.391055	2.24309	0.826034	0.194017	0.507207	0.818213	0.2222	0.17772	0.85959	0.993724	0.707063	0.673452	0.751962	1.07386	1.08735	1.77958	0.517067	0.417123	0.846866	0.73799	2.15411	0.14461	0.167553	0.783187	0.894812	0.879589	0.9934	3.01199	1.75566	1.58297	0.181692	1.22486	2.24376	2.2351	0.769787	1.08102
Class4	7.05317	0	0	0.179576	10.3552	15.5755	0.506394	0.11554	3.16606	5.34721	0.525303	0	8.51906	0.864494	3.76323	4.09963	3.59927	7.848	9.368	1.35186	1.76767	0.572407	0.859238	0.234943	0.0689889	5.43365	0.819254	14.1579	6.65507	4.85511	15.3315	1.11602	25.689	7.01913	16.2471	2.07926	7.25707	20.3251	1.16329	2.99855
Class4	0.407841	0.577756	1.09254	1.53954	1.26975	1.68771	0.86231	1.10555	0.70453	0.633693	0.836904	0.708848	0.570231	1.3635	0.863571	1.24063	0.435706	0.338328	1.75768	1.56488	0.595645	1.20143	0.467946	0.743018	0.478671	0.684446	2.03971	1.95714	3.14852	1.43345	1.83987	1.11907	0.477423	0.644782	2.32072	0.833113	1.70387	1.90732	1.33192	2.23897
Class4	5.18847	2.54011	2.67068	5.10845	5.79431	3.65413	4.8031	3.75157	3.78092	1.76531	2.43845	3.31749	3.24797	3.13066	2.88036	8.57028	2.60068	3.5874	7.33794	11.5769	3.45369	6.41036	6.53878	7.44932	7.78459	3.34875	6.65767	7.64396	6.34674	7.16716	4.92722	6.90054	6.78771	6.77189	4.66471	8.95973	12.4078	10.9872	8.52011	9.24976
Class4	1.45134	1.03043	1.48201	0.602177	1.79394	2.21184	1.60213	1.92726	1.86778	1.4733	2.28108	2.01982	2.06402	2.89035	1.90561	1.38162	1.75838	1.96631	2.20757	2.09462	1.48888	2.88624	1.59451	1.90137	1.63609	2.40797	1.74238	4.70531	2.48459	2.33144	4.30682	2.95149	4.32666	2.20763	2.75738	2.39483	3.15829	1.8924	3.91446	1.86889
Class4	1.43883	1.9084	1.45901	2.5411	3.56695	2.05753	1.14266	3.10523	1.72019	1.8256	3.03054	1.70392	1.2822	4.06417	0.695924	4.66189	1.14694	1.5353	3.79808	3.82069	0.68577	1.42601	1.00049	1.77093	2.46238	2.41482	2.96217	3.79714	6.81111	1.20531	2.41224	4.67294	3.67216	0.886769	4.16348	2.22297	6.50982	3.54565	1.86798	1.89117
Class4	1.57161	1.26554	0.902712	0.841094	1.22278	1.24551	0.811718	0.696848	0.856682	1.0099	1.2081	0.764018	0.992578	0.871579	0.852254	1.65083	0.611305	1.40557	2.60184	3.07921	1.23138	2.69474	1.28519	1.95905	1.1296	0.903142	1.21655	1.3099	2.72747	1.97866	1.32176	2.09308	2.66293	2.22599	1.57469	3.34233	2.96757	2.0051	1.58145	1.89213
Class4	0.752552	0.739568	1.23887	0.278009	0.460729	0.984878	0.41277	0.132263	0.0812154	0.492068	1.97926	1.35918	1.11038	1.03709	0.231822	0.216233	0.869643	0.256738	0.129789	0.955318	0.275842	0.933632	0.611027	0.669075	1.30299	0.818521	0.522552	2.24027	0.0773819	1.71353	0.867061	1.93245	3.97771	0.91447	1.43364	1.15432	1.50624	0.2105	1.14101	0.262823
Class4	6.03511	4.51041	6.07563	5.82164	2.16852	8.22538	2.38727	4.74267	7.40314	4.6367	3.47332	4.37031	6.8626	14.8523	5.5857	10.3944	8.32241	5.55626	17.4703	19.7372	6.6176	9.36204	12.161	7.50057	9.75144	8.6154	9.53264	4.25743	13.3996	12.1766	17.7174	6.60762	15.4548	9.61387	14.8076	18.2513	13.4908	13.6414	16.7069	23.5629
Class4	1.5881	1.01366	0.761132	1.73073	1.60844	2.6186	1.41178	1.54979	2.04906	1.02027	2.1435	1.95066	2.69459	5.83109	1.28878	1.32447	1.66018	1.37533	2.54849	3.53208	1.36166	2.59322	1.69453	1.77322	1.57277	2.07061	1.50513	1.96327	2.87716	1.61989	3.19266	4.22588	3.89826	2.33067	3.59803	4.07532	3.22911	2.2136	2.97984	3.11592
Class4	78.9833	122.054	99.0808	60.0602	97.9433	143.342	89.7221	51.1614	78.001	68.3188	56.2752	48.7519	76.9193	123.492	74.4869	150.594	67.7691	91.6954	126.843	121.327	72.6947	117.305	72.2899	87.2302	75.8735	123.217	116.636	124.855	97.168	143.662	164.426	127.26	103.491	96.0438	187.385	122.273	224.701	150.944	207.536	222.837
Class4	27.7073	15.202	10.8006	21.1632	26.0517	44.0331	14.9764	4.43589	8.05967	7.57809	3.7443	14.5899	17.699	15.912	17.6014	43.2853	15.7904	11.1062	25.3654	18.6026	16.765	19.3195	20.4513	19.9907	9.97231	5.07597	11.8991	23.9667	17.7277	23.0395	8.81635	8.78694	29.9571	32.1929	11.7777	30.5911	18.4154	38.7953	25.3235	73.2129
Class4	6.14988	4.34633	6.81217	7.80283	3.69409	6.03101	3.99121	3.85745	10.3018	3.71875	4.58774	3.51027	5.88521	3.82691	4.55142	7.85627	7.01685	4.36197	10.3924	8.86908	3.33022	5.25245	3.50459	4.88324	3.41373	8.2202	3.54035	7.14186	10.8238	8.61603	14.2035	11.0785	7.57268	4.79027	19.4989	5.90505	8.01656	11.0401	8.34623	15.4523
Class4	5.44576	4.03631	5.08073	4.44346	3.70907	3.00535	7.18513	5.03444	5.99966	4.30896	5.95861	5.65241	5.11337	3.99841	5.28789	3.43027	4.18181	5.47802	7.6311	8.63332	3.75682	2.95588	4.62342	5.31301	5.83709	4.10402	4.99875	4.91833	10.2842	10.6469	4.68662	10.4654	8.94224	6.40174	5.16037	9.16829	8.85346	8.65553	5.15467	5.30837
Class4	0.615493	0.277423	0.455177	0.630652	0.579425	0.255131	0.528282	0.792917	0.786836	1.11719	0.916492	1.05498	0.467629	1.78395	0.835826	0.852116	1.48861	1.04633	1.65111	1.46846	0.658446	0.921961	0.866175	0.48648	0.79533	0.686546	1.17948	2.32962	1.31172	2.48438	1.79723	0.757607	1.90457	1.70953	0.744088	0.686537	1.34954	1.53531	1.56429	0.367526
Class4	4.06287	9.2664	12.8118	3.63501	17.5343	13.9766	10.7606	10.3475	7.30548	7.98268	10.581	10.9825	6.71349	17.4472	9.7955	5.18226	6.9531	10.3938	15.4175	6.7062	7.79331	7.84736	6.70628	14.9954	3.05062	17.3473	7.9931	37.1719	9.08735	11.9293	25.0997	15.0098	11.4448	5.86011	25.0728	3.55033	14.7291	13.4848	15.0924	26.162
Class4	2.34663	0.639553	0.931841	1.29406	0.861796	0.23617	5.87352	0.606708	3.6858	4.92777	0.418455	0.23887	3.74684	1.17718	2.80403	0.799007	4.031	3.63361	3.4664	2.14882	2.14246	0.784715	1.82215	0.267273	0.512274	0.189083	0.352178	0.525806	3.16	12.6412	1.13313	7.991	1.65661	6.03791	0.538376	1.43114	0.308658	7.86755	6.83498	4.31784
Class4	5.08401	3.47459	5.82435	6.78735	3.62429	5.68098	3.9479	4.5678	4.56912	6.30064	4.75741	4.5744	4.68236	4.76978	4.05744	5.21515	3.862	3.69433	6.23511	8.69126	3.47224	6.26646	4.75427	5.53788	4.59957	4.91829	4.92793	5.02822	15.2889	5.33754	6.45508	7.46223	6.40766	5.51484	8.07427	8.60677	13.0484	7.54294	7.44685	8.18093
Class4	1.50013	1.1688	1.5472	1.75769	2.88564	2.3109	1.07221	0.906899	3.04737	1.82048	0.934661	0.870693	1.78174	2.21165	1.31034	1.61842	1.17106	1.77508	2.85508	2.46959	1.54053	2.18714	1.89279	4.04843	1.3084	2.19812	1.5917	5.05958	2.37208	1.64383	2.87322	4.93693	4.53083	1.95338	3.72282	2.39929	2.19057	2.40488	1.36036	4.63238
Class4	1.92944	6.33798	2.31015	1.36498	1.5422	5.54897	3.746	2.65742	0.80144	4.31689	0.98567	1.836	5.56606	4.7836	3.86445	1.42296	1.88679	4.59118	2.12366	3.76336	1.80537	1.79904	1.94382	1.17229	0.0631686	3.01723	2.70609	1.9362	1.67859	12.2856	4.36916	2.16159	4.41645	2.00888	3.26772	6.41074	6.35064	4.2962	4.54141	3.09747
Class4	8.42333	16.2952	10.1291	10.1828	9.07716	31.3784	8.5057	12.7482	12.5032	15.909	14.5849	15.8924	11.0045	13.1269	11.308	13.0982	13.4312	16.9801	22.6125	21.848	13.1194	24.4328	12.0567	5.58645	10.8584	13.8322	11.779	21.6302	32.7094	23.4846	18.4665	29.3567	13.9281	21.6091	22.9056	19.0674	21.1915	34.8047	21.7102	44.1518
Class4	1.9484	2.38019	1.33168	2.80795	2.50264	2.99147	1.31891	3.18422	2.2546	2.35292	3.39861	3.24753	1.75355	2.49329	1.18397	3.92199	2.94914	2.18962	5.80315	4.05024	1.2822	2.17157	1.58383	0.992274	2.32105	1.54616	2.94209	3.19413	6.59696	4.07962	2.99684	3.92722	3.77018	2.11857	3.49011	2.37587	6.19422	4.41373	4.23005	4.25505
Class4	0.325842	0.373714	0.206023	0.261318	0.668607	0.569716	0.589342	0.450801	0.965438	0.969102	0.672209	0.609915	0.470071	1.38948	0.586136	1.20456	0.683495	0.696124	1.68182	1.31793	0.744961	1.07473	0.871514	0.824259	0.636609	0.64898	0.728341	0.819292	1.69746	0.882061	1.77884	0.844984	0.835928	2.16958	1.50794	1.05555	1.37937	1.80429	0.454328	0.439577
Class4	16.5641	22.9263	28.7714	7.93941	12.3228	54.3106	32.4193	16.3961	29.8792	19.051	21.6416	17.4363	34.4668	44.5409	27.1866	19.1357	24.1797	19.7737	40.3358	34.9133	25.5308	26.6634	24.3608	28.6323	23.5872	45.7023	34.9035	41.528	52.167	44.3236	80.0768	45.0366	44.5942	31.3342	47.915	26.082	43.766	25.3995	38.1713	29.0955
Class4	9.11739	4.78264	8.06586	9.14395	7.668	7.86695	8.43825	5.60801	5.84474	5.21052	8.12371	5.53946	4.79929	6.02025	5.06141	5.81384	3.39514	6.48204	6.57535	7.36556	5.33068	7.65147	3.6181	6.55732	2.92188	6.76168	3.94262	13.8761	8.98965	8.26098	10.9573	9.02814	7.56035	6.40214	11.453	8.08602	15.9663	7.80568	8.23211	11.7862
Class4	1.11102	1.52867	1.37156	0.824002	2.46152	2.11832	2.07203	1.21903	2.66642	1.62693	1.25454	0.790068	1.26864	3.17775	1.76267	2.77317	2.17839	2.30969	3.14712	3.18711	1.47357	1.51224	1.15459	1.79746	0.836758	1.42311	1.76957	3.79478	2.88382	1.60918	2.31028	3.88075	3.13814	3.13761	2.29465	2.89804	3.33443	3.40319	4.74427	4.06505
Class4	1.99348	1.54927	1.8573	0.78383	2.05685	2.42009	2.31763	1.38623	2.22923	0.858828	0.582704	0.808499	2.61917	1.41798	1.53299	3.69266	2.38144	1.35342	5.02462	4.41485	1.66423	4.27334	2.64473	2.49018	1.0492	1.15186	1.51293	2.80026	2.58624	2.09946	1.96777	5.6713	3.2517	3.37647	2.4636	3.52398	3.83117	3.30187	2.5236	4.66948
Class4	9.96214	9.16481	7.33243	11.2796	8.00081	11.6045	11.5428	12.6885	11.6159	11.4952	11.9231	13.7778	14.8716	9.82766	10.1706	15.3397	14.8218	10.685	17.7075	16.4647	9.58146	16.1761	8.66027	12.6371	11.2059	10.4503	8.76816	8.76798	19.4459	14.6596	15.4846	20.7884	22.6861	22.936	19.5519	17.5163	27.4017	19.9877	21.6811	24.8186
Class4	49.2067	2.60635	5.21257	49.3819	14.212	64.3394	35.6251	2.9616	41.623	22.6037	3.28092	3.63004	16.789	21.0726	40.1076	20.8079	40.3487	34.5404	35.7571	49.1007	25.696	15.0538	43.587	52.6486	11.4388	24.4561	2.95708	17.0358	0.493529	95.7698	38.0375	34.3908	24.0085	48.365	22.0063	40.2909	34.7516	86.8531	39.6845	73.2943
Class4	14.1456	1.81975	20.1164	3.46839	20.2554	12.0702	14.658	8.00667	7.04418	12.0492	8.07985	6.21431	1.96326	7.72121	1.80681	5.47204	4.80078	11.9883	4.30999	12.1093	2.37777	9.12657	3.85874	12.9378	4.72464	10.7452	1.74016	39.0417	7.21883	8.97077	23.1857	15.9138	13.5021	6.47641	29.92	15.6753	13.4293	6.49888	15.311	15.9822
Class4	2.82326	0.974566	1.62766	2.6844	2.54082	1.91772	4.95574	2.92333	2.68165	1.8379	2.24946	1.97191	2.50917	2.47177	1.25259	3.09612	1.23287	2.57629	3.75208	2.68332	1.14463	1.15628	0.739498	1.88566	3.10678	1.60171	3.85913	3.71832	2.15847	3.03286	2.5632	2.32436	4.18589	1.26478	3.61211	2.40669	3.30078	9.66051	1.81612	5.28274
Class4	8.30996	5.13492	5.63514	7.94008	7.38623	11.1122	7.76275	6.75947	8.4689	5.85276	3.28055	5.80266	8.689	4.56728	6.77773	5.06429	6.2484	5.86356	7.28924	8.77697	7.82889	13.489	8.18731	9.49404	5.85319	4.57041	2.67205	7.19685	13.8133	6.8338	7.01527	20.4076	13.0701	15.4106	6.77704	9.93939	3.26993	9.10126	9.87376	15.7823
Class4	2.39272	2.63388	1.96521	3.90404	2.70778	3.31438	2.56826	1.99056	3.13498	2.02024	1.6174	1.004	1.19407	2.93444	1.44437	2.50089	1.6218	1.38834	5.46757	5.64315	2.52998	3.532	2.73366	3.00435	2.76196	2.4459	4.602	3.76506	6.56224	2.49808	2.92709	8.55122	6.863	3.98679	3.19524	3.87403	2.28818	4.19222	2.43999	4.32568
Class4	18.9953	6.71941	2.32732	9.22262	6.262	9.98532	26.9688	1.80346	15.2293	16.2679	2.9213	1.57799	44.1292	15.134	15.1077	13.9808	7.77769	12.8881	10.8024	9.61617	12.4905	21.0356	6.19718	8.45429	7.8247	0.948074	0.366534	4.01274	11.2851	62.9103	3.6219	31.8245	27.1568	19.9388	13.7794	31.3077	3.06021	22.5561	8.10062	23.9339
Class4	0.0374578	0.0184914	0.077286	0.38909	0.180281	0.116827	0.689642	0.0221731	0.0227628	0.524177	0.480973	0.1407	0.0456235	0.102664	0.231316	0.0607099	0.205826	0.250141	0.649501	0.0114212	0.0121126	0.448509	0.0491871	0.0793676	0.0710418	0.0965253	0.677968	3.02714	2.8131	0.431215	1.34859	0.344365	0.848935	3.56954	0.136984	0.0236125	0.448024	0.268383	0.0611729	0.0141205
Class4	3.27795	7.83924	3.25575	5.66279	9.8087	7.26177	6.04396	5.80417	3.55165	4.39048	4.78741	3.07428	2.40254	6.75105	3.55459	5.64508	6.52219	9.1575	9.51027	6.70956	3.91015	2.83409	1.34639	2.60453	1.48266	2.69646	3.73999	11.3961	7.21389	7.31355	4.90063	7.64189	10.2802	5.33372	7.33981	4.85599	8.0316	8.23527	6.47165	8.87261
Class4	3.47755	3.45782	2.70032	1.82711	2.78562	3.86314	4.61796	1.46944	3.97588	2.2905	1.57049	1.69425	4.14688	2.94238	3.71417	3.63296	2.78308	3.28368	5.83641	5.64653	3.65725	5.47024	4.1309	4.49922	1.47451	1.64771	2.84361	3.65803	5.56774	5.04997	2.7199	8.66304	4.72194	5.98888	4.01285	5.72674	5.88934	6.88805	6.06415	7.61033
Class4	77.7547	37.5185	59.4191	32.67	28.8488	55.1863	79.1966	50.9269	127.003	84.072	43.9033	54.4496	81.1942	50.3433	71.8445	33.0427	61.5326	86.7802	151.611	164.928	100.554	234.505	131.534	108.39	97.0985	115.689	79.1038	50.8277	163.471	106.206	183.486	185.675	120.884	274.446	182.173	86.1911	109.82	150.975	130.59	136.164
Class4	5.88917	1.5995	3.72203	1.23525	4.07933	3.54819	4.30796	3.46018	4.39932	4.69054	4.4698	5.24366	4.51417	4.46376	3.69254	3.91008	2.33841	3.93475	5.38003	4.80386	3.46416	4.06575	3.22545	4.34594	6.32983	3.31944	4.93673	6.37584	5.57273	6.97091	6.4456	6.21529	7.37034	6.05829	4.77009	3.11591	14.9028	6.36074	4.55436	5.37404
Class4	3.37504	2.98652	3.92676	4.17593	4.85973	4.18328	6.29879	4.44664	4.7382	5.79891	4.11864	4.60251	4.44747	7.84892	3.66988	3.96767	4.46571	6.0251	10.162	8.02374	4.04401	6.24117	4.01993	8.55179	4.77179	3.22589	5.80035	6.69276	12.3371	4.52048	4.25234	9.06439	7.84181	6.66203	6.97725	7.45635	11.0101	11.274	6.36949	8.38647
Class4	1.07095	2.60443	2.09403	1.68759	1.81044	1.70358	1.82557	1.36624	1.91231	2.02729	1.54468	1.33468	1.33096	2.54634	2.36695	2.2093	2.23809	2.84497	4.66969	3.19353	2.10326	2.34553	2.23924	1.81737	2.21606	1.95927	2.7652	1.68973	6.23706	1.39288	1.88856	2.15904	3.56405	3.52286	3.34992	2.21008	6.4068	4.19355	3.51148	3.52357
Class4	0.936141	0.336076	1.63727	0.991695	1.29957	0.622112	1.4338	2.41997	1.41221	3.80901	3.44937	2.05217	1.00217	1.94852	2.32135	2.51509	1.18084	3.25284	1.25614	2.21423	1.5061	1.97238	1.89514	1.31146	1.37256	1.20349	0.434534	2.99824	1.4069	1.37547	2.66703	3.20257	1.44975	3.5385	2.39617	6.47422	2.01968	1.40654	7.70577	1.86983
Class4	7.79885	9.26692	15.3203	3.65223	18.6505	18.7349	14.0556	13.7411	7.83175	8.15772	20.5634	15.1413	10.138	19.3484	13.1311	14.3253	12.387	13.0484	11.1882	9.64401	10.1006	8.34464	9.58009	8.43765	6.85961	15.521	12.623	39.4786	8.51853	27.3624	25.8481	7.399	9.96477	5.49366	24.3348	9.86964	43.7618	13.0949	16.8949	16.9877
Class4	1.6668	1.03423	0.511282	1.0602	1.81731	2.07771	2.91568	0.376113	1.29935	1.16886	0.314879	0.370872	1.03685	2.53153	1.08113	0.974655	2.1675	1.06923	1.63108	3.30643	1.25977	2.09879	1.78564	3.29642	1.76674	0.216548	0.766802	2.71951	3.16502	2.01789	0.338485	1.69604	2.19489	2.28249	1.13132	2.77915	6.26769	1.9321	1.12194	1.98625
Class4	15.472	13.4225	10.4742	21.5648	12.5095	18.5105	17.5807	17.7753	17.0083	17.8858	12.7405	15.7862	15.5554	17.4201	10.3721	7.48908	18.0361	19.6925	18.0015	16.9101	9.54202	12.5682	8.92914	19.6008	10.0833	11.2687	7.37329	15.9956	25.0905	14.9935	17.5044	34.3214	7.80878	15.0764	18.5258	27.9046	17.8987	28.6555	38.0367	30.5819
Class4	2.77892	1.88154	2.87721	1.03422	2.9139	0.777271	6.01456	0.650328	3.85821	3.19824	0.924042	1.05079	1.38135	2.00632	1.54326	2.10101	1.32421	4.32	1.60378	2.23675	1.85862	3.38487	1.80313	1.01409	0.579845	3.78821	3.3052	4.47216	8.61001	4.69817	4.1634	2.93364	4.20507	2.6822	3.21602	6.19079	2.98501	2.48061	2.39833	2.17649
Class4	2.34907	1.07504	4.387	1.38084	7.28033	7.75143	2.42476	0.880954	5.53594	4.50476	0.923519	0.716008	4.01887	2.14622	3.25026	3.51179	3.49428	3.21675	5.63007	6.34146	3.50789	3.60275	3.49691	3.97492	4.04927	3.11848	3.19125	12.2786	3.86863	3.68629	6.18688	9.82885	6.03722	6.97412	5.38803	4.58796	2.3911	7.62792	4.32149	5.3839
Class4	4.67892	3.751	4.25004	3.05703	5.02393	4.40293	4.10866	2.04201	6.91057	6.54997	0.986226	1.42065	4.23591	5.66795	5.1133	1.55773	4.97627	5.69478	5.51783	7.63274	4.85456	6.13367	4.9225	5.52669	3.69003	3.72251	3.12381	4.26448	2.83837	7.07235	3.68154	16.1677	3.67762	7.02064	3.38277	6.46747	9.19138	9.83998	9.44909	11.0161
Class4	5.16397	4.83244	4.34345	8.67984	5.8168	6.15753	5.39928	5.28365	5.67842	3.57376	4.80152	3.59824	5.0177	4.34952	4.75048	6.96295	4.29999	5.05803	9.06938	12.5709	3.825	8.31424	4.32477	5.41667	6.39078	3.64924	5.08575	7.74137	8.885	6.51848	8.04511	14.6716	10.4701	10.925	8.35161	9.83565	6.89515	10.6098	10.1103	11.6485
Class4	1.05901	0.572708	1.2803	2.22107	0.817752	1.0122	2.04955	2.45489	1.96649	1.07446	1.84761	1.97009	0.682098	0.876763	1.91578	3.92666	1.39834	1.45826	4.79701	3.65759	1.67592	1.06308	1.80605	1.73821	3.26734	1.00477	2.90933	0.818694	4.85443	2.51236	1.63399	5.45275	4.80271	2.56686	1.75849	5.47781	2.23708	5.67542	4.25074	3.90607
Class4	0.702094	0.211451	0.636656	0.419011	1.2726	0.866545	0.994023	1.0426	0.643636	0.519712	0.58416	0.815968	0.913843	1.00384	0.409211	0.480605	0.603655	0.3807	1.17245	0.818823	0.226849	0.543985	0.295524	0.469694	0.374484	0.828969	0.66756	2.36205	1.16974	0.831702	1.24618	2.24332	0.770864	0.559025	0.978392	0.655533	0.36584	1.75381	0.464294	1.73549
Class4	3.14103	4.37761	3.46773	3.23821	4.90029	2.62828	4.17921	3.34532	2.92433	3.52975	2.32153	2.25325	4.06925	2.80508	3.30764	3.60533	3.63688	3.2797	5.56711	4.96054	3.22647	4.87905	2.3226	4.65631	1.94024	4.95675	3.87984	7.77627	8.06938	3.90285	5.79127	5.71976	4.37616	4.38423	4.12293	5.74106	4.15497	4.67188	5.81179	7.77856
Class4	9.63935	7.61263	7.31459	12.9507	6.19449	6.90954	9.25613	4.09442	10.4622	6.05517	3.17413	3.23843	11.0823	5.65793	7.93144	9.89215	8.03538	7.54271	10.3668	11.3176	8.88853	14.3461	11.1992	9.25198	9.95235	9.5616	9.47851	8.24947	27.7278	6.97989	10.6679	15.3255	9.40201	17.4933	13.4793	11.6329	18.6709	10.3476	10.6686	12.3614
Class4	16.7318	17.3928	10.8941	18.7035	16.6543	14.503	18.7722	13.336	19.7907	16.4524	9.94637	10.5357	16.5822	14.5971	14.2522	19.7503	11.9419	22.0263	20.2736	25.7416	14.477	19.4401	16.9704	17.6264	11.4462	18.4551	18.2225	17.4728	23.5596	18.0106	24.8768	27.5919	37.4222	24.6334	26.7841	25.3668	27.1563	22.671	21.4764	32.1665
Class4	73.4318	56.9075	82.7403	77.7516	75.0367	86.3028	68.9189	84.8213	96.0099	95.8874	64.3103	79.3025	94.5808	65.139	76.8312	105.704	85.7168	93.0003	107.344	119.366	84.0369	149.981	117.095	114.685	108.755	70.313	61.7623	96.8541	217.2	101.985	66.9569	175.556	166.89	212.79	88.6154	107.608	133.222	133.182	106.279	149.114
Class4	5.17915	2.32765	2.71428	6.03237	3.59988	1.93343	4.76445	3.22822	4.68861	3.31399	2.83114	3.27038	2.79923	3.04064	3.56389	4.81746	3.36798	3.58339	3.20171	4.55176	4.29264	4.5874	3.43028	2.98308	2.48406	1.94539	2.15713	6.95166	4.43224	8.48413	3.10609	8.13655	9.66295	5.897	4.01026	7.16549	5.00225	4.19359	4.22057	2.38911
Class4	8.80027	6.14429	1.96772	14.8318	9.06242	12.2868	8.66229	2.59136	10.9056	5.90357	6.49807	10.474	4.90288	9.1381	7.10387	13.4223	11.6938	7.82628	9.46099	7.92191	5.57452	3.50973	6.19257	5.7187	6.18905	6.6786	2.62239	12.6419	2.06057	24.3449	9.86716	7.65794	8.49822	10.503	8.23625	8.30128	9.69488	18.1822	20.1542	18.303
Class4	0.202603	0.259533	1.34808	0.0293473	1.24555	0.210358	0.0250448	0.142604	0.790171	0.408298	0.162459	0.1448	0.20087	0.481225	0.594289	0.247102	0.0540684	0.286803	0.705134	0.206465	0.19514	0.132508	0.172482	0.297444	0.104581	1.18709	0.153693	4.58365	0.139582	0.516207	3.20471	0.337976	0.445525	0.648054	1.67065	0.0451023	0.157676	0.124501	0.385464	1.75673
Class4	0.423983	0.0870456	0.210942	0.398725	0.471011	0.128918	1.3853	1.57875	0.612123	0.949175	1.14775	0.609495	0.835969	1.09346	0.40123	0.303413	3.06292	0.940183	0.595372	1.33403	0.198013	0.317996	0.396279	0.0746943	0.283359	0.141827	0.546753	3.39439	0.604415	0.520565	1.22669	1.13242	1.6885	2.34035	0.616432	1.61143	0.493002	0.562452	1.86217	0.0924707
Class4	4.35092	5.45471	3.51423	6.24038	4.06364	5.28112	4.55173	5.18476	4.86221	4.03932	2.53208	2.92271	5.02484	3.85674	3.84928	5.35461	6.50506	6.07228	7.21863	6.72848	4.38069	6.89507	4.91987	5.18336	4.6134	3.85108	4.71787	4.47615	14.4985	3.65744	4.95516	9.08248	7.41037	8.19211	5.41719	6.54285	11.955	9.05952	6.01865	6.35885
Class4	2.0863	2.63608	2.04163	2.59958	1.56775	3.66365	1.27626	1.03118	2.23835	1.92271	1.21231	0.685277	1.77115	0.987136	1.32098	3.11505	1.04908	1.87289	3.49459	2.83738	1.52687	2.6856	1.34029	2.14955	3.17657	1.39709	2.22506	2.5176	6.21617	1.91978	3.9252	3.86014	2.53086	4.03872	3.48778	1.9188	5.63406	3.83251	6.40286	5.39035
Class4	1.9777	7.12547	6.21076	6.84661	4.57438	4.29958	3.45921	3.64804	5.60463	7.70849	4.58839	3.38122	10.6882	13.7796	2.89826	2.34574	4.56025	4.74117	17.2921	7.97408	2.28391	1.36485	1.65483	2.48367	1.61502	10.7453	2.22509	12.188	9.81621	7.06736	46.7012	8.87952	3.22574	4.90298	20.4163	5.94556	12.2117	25.13	3.4876	7.98504
Class4	0.921147	1.19305	1.0808	1.33409	0.45648	1.60805	1.7265	1.95298	1.00801	1.32841	1.34375	1.59377	1.30615	1.31504	1.23938	2.74395	1.36836	1.18205	2.89721	2.85425	1.30093	3.40125	1.92068	1.9175	1.28545	1.76801	1.79031	1.30023	3.42096	1.56961	1.75864	2.11142	1.75747	2.52572	2.70983	2.99245	2.91801	2.59508	3.60139	2.6942
Class4	2.68237	3.78874	2.5039	2.57422	3.28848	4.6517	4.38137	4.73385	8.84418	5.1257	4.91968	5.22394	4.28742	5.67328	5.68854	6.95812	3.59495	4.88917	6.6997	5.87737	4.51783	5.63451	5.0078	4.84505	2.43584	2.11409	3.17374	4.47957	3.70433	5.81316	1.83832	3.79309	4.72353	6.49044	3.01715	7.26522	11.7068	10.9056	16.8591	13.5732
