gene	TCGA.HV.A7OP.01	TCGA.2L.AAQM.01	TCGA.3A.A9IO.01	TCGA.3A.A9IL.01	TCGA.3A.A9IR.01	TCGA.3A.A9IJ.01	TCGA.3A.A9IN.01	TCGA.3A.A9IV.01	TCGA.3A.A9IS.01	TCGA.Q3.A5QY.01	TCGA.IB.7889.01	TCGA.IB.AAUM.01	TCGA.3A.A9I5.01	TCGA.F2.6880.01	TCGA.3A.A9I9.01	TCGA.2J.AABV.01	TCGA.IB.A6UG.01	TCGA.LB.A8F3.01	TCGA.FB.AAQ3.01	TCGA.FB.AAQ6.01	TCGA.HZ.7289.01	TCGA.US.A776.01	TCGA.FB.AAPP.01	TCGA.HZ.A49H.01	TCGA.IB.7887.01	TCGA.F2.A8YN.01	TCGA.3E.AAAZ.01	TCGA.HZ.A8P0.01	TCGA.HZ.A49I.01	TCGA.S4.A8RP.01	TCGA.RB.A7B8.01	TCGA.HZ.7924.01	TCGA.F2.6879.01	TCGA.IB.7644.01	TCGA.HZ.8638.01	TCGA.HV.A5A4.01	TCGA.FB.A78T.01	TCGA.H8.A6C1.01	TCGA.IB.A5SP.01	TCGA.US.A77G.01	TCGA.YY.A8LH.01	TCGA.HZ.A8P1.01	TCGA.IB.AAUU.01	TCGA.Q3.AA2A.01	TCGA.S4.A8RM.01	TCGA.2L.AAQA.01	TCGA.2L.AAQI.01	TCGA.2L.AAQJ.01	TCGA.HV.AA8X.01	TCGA.2J.AAB1.01	TCGA.2J.AABA.01	TCGA.FB.AAPQ.01	TCGA.FB.AAPU.01	TCGA.FB.AAPY.01	TCGA.US.A779.01	TCGA.FB.AAQ0.01	TCGA.IB.7649.01	TCGA.F2.A44H.01	TCGA.3A.A9I7.01	TCGA.IB.7647.01	TCGA.IB.7652.01	TCGA.IB.7888.01	TCGA.2J.AABF.01	TCGA.IB.7897.01	TCGA.HZ.8519.01	TCGA.HZ.7920.01	TCGA.IB.8126.01	TCGA.HZ.7918.01	TCGA.IB.AAUT.01	TCGA.HZ.8317.01	TCGA.2J.AAB9.01	TCGA.F2.7273.01	TCGA.IB.AAUR.01	TCGA.HZ.8002.01	TCGA.3A.A9IX.01	TCGA.HZ.A49G.01	TCGA.F2.7276.01	TCGA.HZ.8637.01	TCGA.IB.7891.01	TCGA.XD.AAUG.01	TCGA.2J.AAB8.01	TCGA.IB.A5ST.01	TCGA.HZ.A77P.01	TCGA.IB.7645.01	TCGA.FB.A4P5.01	TCGA.XN.A8T5.01	TCGA.IB.AAUP.01	TCGA.2J.AABT.01	TCGA.2J.AABP.01	TCGA.IB.7651.01	TCGA.HZ.7922.01	TCGA.IB.7886.01	TCGA.IB.7893.01	TCGA.HZ.8315.01	TCGA.H6.A45N.01	TCGA.US.A774.01	TCGA.HZ.A77Q.01	TCGA.FB.A7DR.01	TCGA.HZ.7925.01	TCGA.IB.AAUS.01	TCGA.FB.AAPS.01	TCGA.IB.7890.01	TCGA.IB.7646.01	TCGA.IB.A5SO.01	TCGA.HZ.8636.01	TCGA.IB.A7M4.01	TCGA.OE.A75W.01	TCGA.HV.A7OL.01	TCGA.2L.AAQL.01	TCGA.HZ.A9TJ.01	TCGA.2J.AABE.01	TCGA.2J.AAB4.01	TCGA.2J.AABH.01	TCGA.F2.A44G.01	TCGA.S4.A8RO.01	TCGA.3A.A9J0.01	TCGA.IB.A5SQ.01	TCGA.HZ.A4BK.01	TCGA.HZ.A77O.01	TCGA.FB.AAQ1.01	TCGA.IB.8127.01	TCGA.HZ.7919.01	TCGA.PZ.A5RE.01	TCGA.YB.A89D.01	TCGA.IB.7885.01	TCGA.HZ.8005.01	TCGA.H6.8124.01	TCGA.FB.A545.01	TCGA.HV.A5A3.01	TCGA.HV.A5A6.01	TCGA.HZ.A4BH.01	TCGA.M8.A5N4.01	TCGA.FB.A5VM.01	TCGA.IB.A5SS.01	TCGA.US.A77E.01	TCGA.IB.A6UF.01	TCGA.LB.A7SX.01	TCGA.IB.A7LX.01	TCGA.XN.A8T3.01	TCGA.YH.A8SY.01	TCGA.3A.A9IC.01	TCGA.F2.A7TX.01	TCGA.IB.AAUN.01	TCGA.IB.AAUO.01	TCGA.2L.AAQE.01	TCGA.3A.A9IB.01	TCGA.3A.A9IH.01	TCGA.3A.A9IU.01	TCGA.XD.AAUL.01	TCGA.2J.AAB6.01	TCGA.2J.AABI.01	TCGA.2J.AABO.01	TCGA.2J.AABU.01	TCGA.3A.A9IZ.01	TCGA.FB.AAPZ.01	TCGA.FB.AAQ2.01	TCGA.XD.AAUI.01	TCGA.IB.AAUQ.01
KBTBD6	1021.4505	706.2315	1009.1814	1067.5618	486.7952	936.2947	427.8291	875.5437	1025.8973	235.0726	277.7091	331.1828	297.1188	353.4827	219.2635	239.3701	205.0542	183.7563	354.4348	303.2864	152.1171	163.6453	185.7068	252.1474	320.9249	223.5166	317.8758	242.6918	174.9415	196.4002	225.2091	293.0175	247.0554	278.5276	324.8458	177.8614	166.8747	273.7069	216.2579	133.7289	205.49	182.6347	182.7865	207.6424	215.3846	178.5642	258.4733	185.1485	188.8913	169.7561	283.075	137.3084	103.2513	169.0141	156.1768	169.9271	422.7366	293.0649	275.1479	386.5656	237.4768	391.3043	288.8279	561.9805	735.0164	524.6415	384.9347	356.6462	287.0813	269.6572	231.5113	382.9674	316.0505	449.9109	367.9428	294.8578	377.0931	408.5815	374.8258	406.7568	275.4407	340.7602	368.865	335.9667	346.4681	258.6412	338.3559	264.0801	177.8012	319.0334	429.1221	171.7807	322.3388	271.4881	267.3422	227.3684	239.718	231.2165	287.1039	233.219	266.2069	337.1869	190.8629	205.7342	297.824	328.6837	135.5511	123.8447	190.1722	183.2824	161.5539	157.8283	206.0105	197.0199	215.8357	175.3367	376.4346	205.4002	301.6942	158.3812	225.6038	232.116	179.3496	227.1326	157.7578	275.981	272.688	183.9516	218.8039	356.531	225.582	152.2114	269.6922	146.883	215.2838	182.1344	174.8811	292.5158	301.1603	217.8738	175.8025	291.9965	230.4666	112.6398	275.7183	169.3036	175.7816	183.2162	219.9584	298.8304	239.4775	285.2564	236.8996	136.803	183.2006	394.1368	302.6251	232.1429
KCNE3	614.9132	907.4184	81.7277	89.5444	89.854	32.4511	86.6051	275.0105	64.9705	347.2905	625.4635	2288.8889	135.054	266.3394	934.8442	563.7795	229.2097	86.2944	2651.5031	1046.9484	598.0136	429.2014	5595.5486	2722.6378	1745.1169	596.9027	1628.6462	748.0227	1288.406	1267.3372	2908.6022	6176.808	1783.5689	6645.3988	5013.1267	2484.6857	1768.2064	4167.5647	3764.2078	3851.2095	1604.2333	3022.1557	811.6745	4002.8839	7331.8087	3395.9381	691.8532	2879.2079	2790.1448	4166.3415	2324.7221	1094.8774	3679.8759	2945.8288	4576.9876	2030.8355	1113.002	345.6376	920.541	1308.9388	996.8195	3800.7705	1880.3934	496.5667	774.2982	325.3154	515.9909	1043.3538	443.7799	1609.7872	371.9185	302.0625	436.4292	558.2888	732.6187	902.0788	261.8888	1754.4028	1939.316	1839.8649	843.2432	987.3307	737.7301	918.9189	742.3279	394.5173	597.5127	1299.1239	238.2956	742.3296	764.0257	710.8556	334.7076	800.833	423.2268	1714.1053	1035.8402	380.8004	1048.6351	423.3219	398.6207	436.0882	431.4721	781.0926	1015.8175	830.3322	1627.1102	1470.1171	617.7361	1236.0104	1176.5069	1207.0707	366.2892	2150.1104	257.6917	2760.4964	334.7719	1290.7425	900.1005	340.7444	1358.5443	1310.3066	1231.1219	1331.4491	754.888	190.1682	875.3204	699.4701	650.9611	680.9422	1219.5824	480.7582	152.3213	331.7203	2501.31	354.1503	2055.897	126.7415	310.654	563.0841	879.5062	383.905	812.2541	359.5618	584.8007	215.2575	722.4857	484.6221	453.2225	227.4854	126.9956	1796.4744	314.4105	1542.7509	343.2295	146.1145	785.5374	408.801
KCNH2	430.0306	4246.2908	4459.3301	6867.0333	2252.5465	5483.7079	4513.8568	4991.1604	2978.1917	59.5659	398.0222	243.0108	2309.1236	434.4891	560.3399	96.063	236.188	280.203	71.3375	754.9296	50.183	99.951	765.0843	416.7359	42.7433	528.4057	930.4413	74.4698	69.8666	439.9153	109.319	219.4514	207.3027	101.227	629.448	280.4944	79.9001	99.1379	1135.1003	245.55	454.1947	47.9042	636.5573	31.7231	145.5301	242.9117	325.035	59.4059	174.6272	97.0732	224.2054	71.7952	205.0007	245.9372	472.5607	19.5387	208.9857	416.1074	616.6526	440.6691	213.093	487.617	424.5592	790.3867	2232.2038	1189.6889	208.5921	126.3804	318.7799	192.1754	172.5616	361.4105	140.2164	201.7825	275.2425	251.0941	400.8707	349.984	189.1283	927.027	20.6816	62.0358	2566.3344	220.79	426.3664	510.1311	188.3177	2594.4931	15.2551	74.3959	58.2441	191.3697	54.7226	92.3892	651.5978	161.2632	55.2291	1345.3426	98.839	84.7624	111.7241	224.4496	28.4264	268.1131	319.8462	433.1727	413.1082	129.39	826.02	64.7216	191.7682	507.1549	336.6725	45.8057	358.5495	44.8904	1148.9098	143.6837	96.8743	179.8651	385.6764	201.22	135.2338	628.9825	88.9486	100.0431	110.8053	46.1771	535.7192	113.4904	407.4874	10.3389	262.3891	279.7229	49.7817	462.5637	301.0553	38.5735	552.7426	209.1121	349.1358	218.1179	301.2929	67.879	160.3336	107.2256	362.0172	67.2232	112.2661	316.9591	437.2279	245.9936	153.9301	38.6617	107.1687	496.9753	393.264	465.5612
KCNH8	53.1154	478.9318	8.2762	145.8447	174.8882	39.8989	108.545	102.708	2.726	181.8888	65.513	125.448	37.2149	65.0506	69.6884	28.3465	125.0723	61.4213	88.6087	73.2394	62.206	63.2043	195.4443	101.9673	38.1887	23.1757	222.5131	120.3485	119.3784	146.6384	105.7348	132.419	214.6643	59.5092	143.919	126.2762	439.4507	272.0905	105.0831	776.8142	233.7118	38.9222	107.3711	364.8161	422.869	302.4331	70.4485	33.6634	71.7528	40	108.9713	144.4879	195.2388	107.2589	213.6095	407.9433	41.5248	26.8456	41.4201	36.8531	70.2359	54.4854	75.8395	44.4525	32.1636	37.9221	114.5884	28.2209	154.9043	127.947	70.7395	34.5975	142.9216	68.8057	80.0408	66.7396	55.9277	25.2962	30.8781	50.6757	90.2468	41.9397	94.3252	39.0852	67.5504	84.6246	121.8785	190.2378	1.5781	53.7605	21.8415	10.1712	0.7496	45.816	105.2221	59.3684	68.7427	56.0939	1.8826	35.2768	75.1724	0	20.8122	152.2666	95.7791	40.071	153.9225	86.26	71.1529	264.6139	236.1646	107.3232	213.4146	59.6026	90.2677	120.9401	10.7833	123.433	32.1069	65.4509	128.7315	107.7398	37.1068	41.11	32.2229	0.8624	96.3882	365.6321	18.6879	220.0214	90.7127	94.7731	6.2598	20.8748	115.7205	52.5202	106.6914	72.0957	94.9367	48.4813	16.7901	14.5119	111.8606	207.0801	81.557	13.3024	103.7654	39.1037	72.3493	5.848	41.7271	27.2436	17.4672	31.9703	189.7176	8.376	84.6954	52.9337
KCNIP3	14.3003	65.2819	18.1042	16.0858	13.4265	1136.3213	56.582	16.2761	5.9064	78.7121	47.7956	148.3871	140.4562	273.7036	97.4504	195.2756	40.2593	60.4061	32.2896	77.9343	7.3183	5.3895	2.0866	96.9798	76.7277	42.7463	106.2079	78.4593	41.2598	69.8782	74.6714	76.3092	41.8139	23.0061	45.548	61.2574	43.2792	56.0345	18.2753	23.277	23.3712	14.3713	25.1385	46.1428	19.9584	29.3585	45.6701	40.099	75.2107	32.6829	72.0213	27.8207	17.6466	54.7129	54.41	45.5902	39.4826	86.1298	101.437	44.6942	51.683	64.3919	52.4497	38.3086	78.0362	46.0707	118.7054	28.2209	59.2105	108.5765	66.4523	95.01	51.3977	73.0838	80.8576	99.5624	61.9558	40.666	50.6058	79.7297	59.2244	106.5968	206.2883	39.9168	83.5301	85.2205	48.8394	197.1214	132.0358	44.5289	44.1113	31.6438	32.9835	34.8353	83.3983	100.2105	62.8672	108.5395	61.1861	67.124	131.7241	65.0801	17.7665	43.7815	55.9294	33.9843	91.3605	57.9174	80.2087	18.901	48.0962	45.4545	33.5366	53.532	40.3431	45.4185	101.4609	120.54	69.7495	89.9326	48.6952	34.0648	74.2136	47.7903	42.9638	78.9133	105.8623	128.6904	74.7515	158.4582	44.6364	45.9506	136.1502	72.8722	47.1616	40.9562	269.5118	68.8813	75.9494	86.4486	88.8889	20.2287	40.4722	135.758	36.608	54.419	41.4287	45.2548	74.0125	36.2573	36.2845	96.1538	51.31	25.2788	58.6531	53.0479	62.4071	67.602
KCNMB4	148.1103	86.6469	32.5876	71.3138	26.8529	517.09	217.0901	48.8284	18.1736	106.8995	88.5867	72.4014	122.449	28.2295	77.0538	48.8189	105.211	74.6193	70.5866	66.6667	32.9326	14.2087	6.2598	170.1302	46.9475	267.8079	74.0464	168.8869	76.4682	51.8793	106.9295	36.409	53.8869	29.1411	19.2946	48.3611	50.7699	56.5733	42.1348	21.4514	14.9928	32.3353	76.6937	205.4795	27.8586	38.6085	51.5003	52.4752	55.3274	68.7805	130.8909	34.1027	14.6429	85.5905	18.1367	26.6436	110.9598	82.774	194.8436	120.7527	73.4164	142.5427	71.5868	123.2382	101.7634	147.9276	73.4189	60.9407	83.7321	45.3677	128.6174	109.6474	87.0153	165.4189	109.4436	99.5624	77.361	71.7259	83.1993	176.3514	108.1081	267.8025	173.3129	101.8711	108.9522	368.8915	146.9582	108.2603	116.2546	53.7605	127.6231	100.9588	172.7886	86.3309	114.5752	66.5263	187.4266	132.7101	195.1679	82.8025	298.6207	172.1805	72.0812	116.6215	72.7082	79.1276	155.4121	138.016	89.2645	19.4738	78.3105	42.9293	47.4739	46.9095	79.1734	66.5434	122.0472	45.8052	47.0532	953.285	107.4921	58.227	142.2428	79.6506	123.1854	92.7124	247.1493	330.053	149.503	331.3704	82.5534	111.4302	241.0016	1232.7545	101.7467	179.2434	147.9763	184.1426	223.1013	327.6869	222.2222	182.058	124.7892	60.5008	160.3336	245.0872	153.3249	182.3374	318.5031	283.6257	106.6763	366.9872	432.3144	229.7398	87.6177	147.9758	165.9237	235.9694
KCNS3	18.3861	1222.5519	34.6567	396.2472	417.253	73.946	168.5912	544.9698	39.0731	155.8287	416.1516	397.8495	334.3337	384.1669	338.8102	348.0315	315.6331	319.797	805.7385	593.4272	728.6984	37.2366	22.257	327.5145	917.2287	778.7031	602.4682	643.632	530.326	359.4494	527.4791	390.2743	222.0259	697.8528	449.4702	602.3643	292.551	306.5733	138.5878	121.8622	82.4606	167.0659	318.2787	128.3345	164.2412	228.4335	513.5456	185.1485	912.4703	352.1951	649.4442	135.5135	193.737	426.8689	441.3254	274.1332	729.7481	673.3781	460.6932	466.5447	620.9913	654.3753	383.8044	316.5884	216.1813	177.0744	236.7246	604.908	665.0718	355.295	497.3205	557.0193	202.4346	465.9537	319.755	594.0919	499.3302	115.2738	519.3524	514.1892	593.1845	284.8405	208.2055	185.447	244.7794	811.6806	300.0763	279.7247	162.02	680.152	419.7002	401.1983	668.2909	801.969	454.4037	265.2632	138.0729	689.089	198.3056	255.757	782.7586	488.8698	316.2437	586.2069	441.8422	155.719	562.5621	534.8121	677.8926	582.4942	691.8452	576.5993	231.7073	397.351	204.237	658.0407	389.6686	363.0665	312.212	284.7864	464.9356	372.3362	325.7154	632.5797	408.4921	777.9215	709.3185	171.0825	883.0022	727.5161	298.5361	163.1246	414.1888	1204.6684	548.9083	369.5691	720.3989	439.4625	570.6751	770.4439	628.642	199.6482	591.3435	397.4363	527.3401	773.9595	479.7212	486.819	594.1788	141.5205	97.2424	390.2244	1248.9083	154.6468	549.6017	148.4411	221.3967	691.3265
KDELR3	1490.2962	120.4748	203.8019	53.6194	17.9019	96.2894	307.1594	1094.4296	167.6511	639.8017	848.3725	682.4373	2149.4598	664.0074	927.4788	770.0787	601.7427	1207.6142	2158.1478	1220.6573	4550.9671	2446.8398	2448.9654	921.0308	1744.7666	1673.7996	808.5266	3607.1318	871.9571	849.6559	1740.1434	1491.2718	1037.1025	1764.1104	2245.1368	977.4315	741.1569	1705.819	1318.8688	1218.6216	1033.1827	1095.2096	523.6472	870.9445	1168.815	1408.4054	1618.8588	825.7426	1091.4199	983.9024	1570.6905	1224.1088	2467.1426	1029.2524	2210.6573	1282.446	936.6916	859.0604	1020.7101	1858.3377	926.3186	2047.3308	477.7177	574.2682	424.1899	351.0147	568.8251	1097.3415	555.0239	1237.6704	589.4962	541.3174	504.5086	712.656	828.586	612.1444	525.4521	680.7557	702.9055	998.6486	1409.1657	1197.0293	798.6963	706.0291	783.0035	839.0942	686.3916	393.617	2247.7643	2121.3684	2074.0899	1020.8896	1994.7526	876.5619	515.1988	1103.5789	974.1481	1000.5701	1601.8199	989.7109	1602.7586	1271.8813	1441.6244	1188.2991	880.5383	478.8232	935.9484	637.0918	522.0032	1009.7712	681.3627	1371.2121	531.3589	903.9735	1456.3866	950.6205	992.062	638.8621	1063.4028	890.8319	768.7625	697.9323	947.0486	955.8068	983.8046	1156.1018	1175.1949	1114.3073	706.246	2048.7152	828.4137	990.2355	671.8832	1391.7829	815.7205	826.3507	1261.278	695.2417	585.9705	1983.6449	1637.5309	281.0026	753.2322	1002.9365	1094.9954	1671.6719	1212.6609	553.6028	592.5156	1428.0702	361.0305	1419.0705	1209.607	1468.4015	734.9747	931.1308	696.8796	1799.7449
KDM7A	183.8611	415.4303	707.6167	1098.1248	400.7281	237.2656	798.4988	737.4772	1031.8037	833.9228	458.5909	630.8244	277.9112	541.2703	702.5496	223.622	472.3761	210.6599	431.7797	678.8732	1681.1291	1708.4762	1854.2862	442.7819	758.1676	765.8277	691.0995	654.9355	562.2335	858.6554	647.5508	1111.4713	954.0636	1365.0307	795.1922	760.8812	1040.7824	669.7198	455.36	967.1383	888.9869	1204.1916	770.7712	632.2999	1713.9293	1218.9825	755.4998	760.8911	410.201	793.1707	604.3526	983.5948	1774.7958	636.5114	466.0114	1821.8312	690.9462	445.1902	830.5156	844.7465	1025.1789	926.2521	758.0402	1426.0932	1245.1516	888.1924	1081.3852	723.9264	788.2775	690.2001	472.6688	1008.3832	968.44	803.5651	855.5385	751.6411	887.14	999.0394	828.5622	666.2162	512.3384	619.4845	569.4018	1265.2807	520.7917	757.4493	934.9886	842.9287	708.5744	657.6161	814.1328	1298.9031	1023.988	1126.8459	743.5698	640.4211	816.6863	488.8838	731.7226	557.5698	637.931	634.9158	583.2487	613.3282	1146.902	621.3543	523.3366	375.8472	458.6125	388.3295	672.1135	813.5522	551.3937	825.0552	855.7784	739.3715	554.8489	486.4995	289.5157	426.1804	1018.973	1138.7943	421.3686	1029.2909	553.495	890.9013	598.1013	1144.5874	795.7921	293.8972	738.1809	705.3418	329.6818	326.0271	930.131	565.6768	1192.1605	668.6076	377.1097	767.5234	499.7531	481.5303	704.3283	878.9836	675.1622	560.3144	653.9541	1096.2214	1467.7755	657.3099	462.2642	399.8397	657.2052	808.1784	490.9486	500.2327	753.8385	565.051
KIAA0513	717.0582	908.6053	1211.4315	371.0461	1059.6574	1066.6312	848.7298	990.0379	955.4748	649.9067	608.1582	1024.3728	620.048	2068.1191	583.0028	817.3228	544.3061	436.0406	503.1173	581.2207	383.1678	324.8408	235.0895	995.8437	635.1931	761.7076	2717.2775	650.2811	756.4297	971.9428	593.7873	676.3092	449.0577	500.6135	551.9532	261.6873	1469.8294	696.6595	975.6989	2273.8476	979.8258	625.7485	841.4998	785.8688	1031.185	1034.3857	387.7099	1386.1386	1142.4249	788.7805	444.0269	1781.4194	1704.5849	1026.0022	866.5293	644.7755	650.7828	465.3244	559.5943	847.3602	611.4498	1137.0391	931.3369	674.3766	559.6987	606.4405	550.985	876.8916	572.9665	622.9132	408.3601	989.2216	686.2038	644.5633	739.1526	664.1138	684.8627	832.2126	889.8896	714.1892	484.1363	1039.7554	976.9939	1046.1538	729.2537	405.2443	626.1124	1264.7059	655.9705	1186.2612	664.2398	266.3354	417.1664	466.49	515.1988	650.5263	453.584	506.6697	508.315	817.7364	530.3448	640.5526	408.6294	605.5792	670.8031	744.1035	685.2036	617.3752	457.9656	1399.819	823.8014	774.8316	945.5575	685.4305	874.4371	942.1706	566.6125	838.9585	615.5669	424.1819	531.5029	486.4137	622.1577	441.9322	766.6359	752.0483	385.141	330.81	1027.0546	367.2377	640.2688	699.5979	1114.241	393.9653	434.0611	734.3198	406.3551	301.7	736.2869	725.4673	670.1235	485.9279	627.3187	277.9103	370.7136	593.3689	573.4198	535.5888	1009.1476	345.0292	1953.193	650.641	425.7642	718.2156	601.0138	302.9316	744.9232	323.9796
KIAA0825	2.0429	42.73	39.8293	48.2574	30.9841	15.4276	65.8199	72.4007	49.5229	35.1013	32.9625	37.276	27.0108	47.8674	31.1615	9.4488	31.1339	27.9188	42.0516	32.8638	25.6142	14.6987	13.9106	62.0671	47.9986	37.5961	19.8205	43.884	44.0105	46.0561	34.6476	42.394	32.98	25.4601	66.4242	45.137	32.4594	28.0172	21.8289	20.995	13.6699	22.1557	26.4167	26.6763	26.1954	29.7607	36.9248	33.1683	28.096	38.0488	92.6883	17.0514	25.9067	21.1268	16.6253	7.697	63.9891	60.4027	38.8842	42.3419	55.3936	64.3919	40.4005	100.4698	46.1363	45.4439	63.1265	61.7587	43.0622	63.2089	28.9389	72.6547	53.6519	97.6827	69.4232	48.6871	66.3094	33.6215	48.0326	46.6216	48.8837	45.4347	39.1104	64.8649	40.6755	39.3325	43.5595	35.0438	26.3019	20.9069	65.9529	55.7534	54.7226	62.855	41.3094	43.3684	51.1163	46.5169	70.2855	40.1764	35.8621	77.8912	76.1421	34.8702	56.9781	24.8542	23.3366	6.1614	27.8143	26.9196	39.4635	32.8283	26.1324	41.9426	26.7273	28.5186	42.643	59.7878	18.2677	28.4786	45.846	55.8504	16.0796	39.0545	44.3065	34.4976	68.378	28.7661	34.2611	34.2612	38.3969	22.9753	16.6927	41.3701	33.1878	64.0843	36.1823	31.2262	61.7089	26.8692	29.1358	37.3791	45.5312	16.7238	38.9249	60.8687	31.7491	56.6784	33.264	20.4678	17.4165	48.8782	41.4847	12.6394	31.1369	45.1373	30.7083	39.5408
