genes	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-11	CAS-DAC-12	CAS-DAC-13	CAS-DAC-14	CAS-DAC-15	CAS-DAC-16	CAS-DAC-18	CAS-DAC-19	CAS-DAC-2	CAS-DAC-20	CAS-DAC-21	CAS-DAC-22	CAS-DAC-23	CAS-DAC-24	CAS-DAC-25	CAS-DAC-26	CAS-DAC-27	CAS-DAC-28	CAS-DAC-29	CAS-DAC-3	CAS-DAC-30	CAS-DAC-31	CAS-DAC-32	CAS-DAC-33	CAS-DAC-34	CAS-DAC-35	CAS-DAC-36	CAS-DAC-37	CAS-DAC-38	CAS-DAC-39	CAS-DAC-4	CAS-DAC-41	CAS-DAC-42	CAS-NEN-1	CAS-NEN-2	CAS-ACC-1	CAS-DAC-5	CAS-DAC-6	CAS-DAC-7	CAS-NEN-3	CAS-DAC-8	CAS-DAC-9	NPC-4	NPC-5	NPC-7	CAS-DAC-65
ANXA1	163.864	196.086	74.6224	149.778	197.199	43.9629	142.155	123.064	77.3184	114.567	262.279	86.5464	151.265	65.8344	86.9391	49.4444	146.049	89.9589	58.8888	203.413	102.666	184.31	94.9374	74.7812	18.8127	85.3833	71.5373	35.5986	153.263	59.2469	19.9981	59.6791	64.5349	102.268	89.686	1.36916	0.987634	0.0318784	32.1072	158.132	62.5004	0.15877	229.909	19.4756	77.4618	110.269	29.1727	2.5426
TMBIM6	241.989	198.845	160.216	162.52	137.525	110.574	161.86	341.558	186.639	188.038	169.613	219.795	142.213	393.66	243.849	300.397	134.768	286.055	206.438	146.618	224.637	192.212	87.4681	189.193	209.472	162.67	244.505	174.361	156.84	190.956	117.867	142.349	194.66	321.745	205.664	246.017	81.8724	202.096	143.408	140.705	190.113	103.199	192.177	208.179	202.044	271.275	236.246	147.531
MGST1	85.4266	70.5148	77.2121	83.2241	152.77	81.4413	55.4982	89.2229	70.275	52.5203	99.1363	71.5077	96.64	136.951	61.106	266.904	46.6041	91.9886	113.756	70.333	109.51	144.32	364.807	71.5612	216.094	67.9228	107.163	177.378	31.922	87.823	125.216	154.755	80.6243	185.265	78.0749	114.406	20.3744	34.4228	61.7811	76.3838	109.938	2.11493	96.0346	105.174	69.3267	84.112	9.70588	50.8624
TPPP3	93.2508	1.99929	13.4962	27.952	8.84805	23.7545	19.4816	101.055	19.4448	28.1008	114.889	62.5584	8.9471	7.39521	200.939	7.12728	4.40811	160.546	28.8538	6.17364	129.624	57.054	2.94084	14.8118	18.5173	24.8383	4.62374	13.7734	95.5659	102.976	3.81178	34.7187	58.0944	334.634	18.2801	16.2657	1.0417	4.04885	10.3054	9.36868	28.0324	3.02967	42.2571	8.89396	3.17863	2.08592	2.46637	2.45927
GDF15	30.9817	169.016	75.1616	65.0622	27.7989	6.77083	132.383	84.3773	147.152	133.791	241.817	56.4061	176.325	47.5516	97.0344	69.8029	36.8223	109.334	88.1036	32.5718	90.4983	52.8061	298.146	100.696	54.6704	58.6057	54.345	77.7957	145.129	62.0835	73.9225	157.596	145.976	119.773	29.7692	106.465	0.708406	123.42	56.2727	124.255	70.5517	6.91282	181.54	48.9646	166.748	210.122	148.124	248.894
NACA	270.348	230.622	233.303	249.072	140.654	169.009	169.399	238.653	228.062	167.503	235.271	166.657	106.156	243.171	126.051	221.76	187.001	202.684	174.904	210.85	268.047	259.824	94.2821	201.68	167.584	150.448	281.659	140.558	206.948	202.654	172.582	89.1126	293.638	130.737	128.736	126.867	188.866	182.639	349.483	176.982	208.936	85.7127	266.45	202.65	77.7002	79.0855	98.8703	33.7177
HIST1H2AJ	94.5638	71.4567	115.498	89.8302	111.241	91.6195	43.7617	198.277	86.6624	72.3275	71.6031	61.9215	107.833	77.2487	94.0649	190.83	54.479	109.894	162.252	50.0486	59.2668	323.526	60.3865	72.5344	131.605	40.3177	72.2513	89.0943	85.0974	47.428	95.4629	191.016	100.536	82.9471	55.7574	101.337	45.1292	234.271	126.46	77.4693	54.6506	0.30162	75.5315	237.767	17.3734	13.1178	21.8102	288.819
ELF3	211.679	149.83	148.27	161.484	204.82	113.252	163.12	252.307	168.232	138.052	192.112	135.624	153.739	227.906	298.88	130.873	153.726	194.288	138.454	138.254	230.785	139.79	146.488	204.025	236.287	187.949	119.231	177.738	154.708	233.824	94.7426	158.483	85.756	299.568	199.035	189.876	0.361425	74.9519	110.786	124.152	227.902	10.2083	227.464	76.261	158.935	159.827	71.7069	115.388
HIST2H3D	43.222	43.7914	72.1101	56.6544	91.6114	102.969	54.3465	225.689	65.1933	68.9257	60.0389	84.5743	119.599	97.8122	89.9828	138.346	87.1183	109.927	137.329	66.7219	46.2996	251.836	83.1259	122.468	201.638	35.558	55.2534	331.614	116.653	44.7949	96.7183	107.242	52.6303	54.4295	61.3313	48.1371	125.754	80.9549	53.5751	103.736	45.7166	6.61066	57.7615	160.528	14.772	9.83691	26.6531	83.2529
TSPAN1	140.503	82.9609	61.7678	78.1038	39.0491	11.9311	57.1162	139.101	114.735	49.1844	74.2459	67.2064	89.4663	9.06605	171.067	38.2423	53.9722	167.187	49.3054	48.9037	200.949	106.69	58.1108	66.7955	74.7254	74.5664	27.0075	31.7113	133.703	119.63	7.33652	46.5259	86.4718	350.746	31.9702	115.518	0.119492	30.8078	36.3314	15.2637	57.9099	25.9986	131.92	40.4114	102.588	88.5375	2.78426	10.8191
CARTPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.026	0	0	0	0	0	0
TXN	200.712	154.918	126.125	131.242	116.036	43.4685	63.6391	195.628	163.712	61.2339	183.427	135.122	211.09	51.3527	124.059	101.343	106.951	199.925	110.178	82.9599	237.706	188.34	306.933	116.35	179.227	63.5436	103.31	56.3877	184.464	125.485	93.06	110.492	138.193	245.817	100.824	95.9942	82.5771	62.5253	175.089	62.9461	98.9759	26.6609	164.784	128.841	50.9957	59.2959	57.8029	53.2174
EZR	269.717	202.608	82.9536	125.604	123.183	128.068	97.4358	99.4659	56.2135	95.3848	194.121	165.861	64.8514	44.7953	281.786	80.2683	104.427	99.7383	90.5223	107.089	157.426	113.329	74.5989	139.51	75.4283	59.7421	147.851	196.782	46.8948	92.7562	48.4899	92.158	129.586	154.522	46.3101	43.3808	11.3591	27.1544	78.1448	84.58	100.135	15.6822	214.32	60.2092	45.7565	52.0992	40.7772	90.1989
HMGA1	156.676	201.129	94.333	139.357	308.703	49.0317	143.395	108.461	97.6987	191.746	131.434	91.5426	61.7066	37.8544	98.3658	253.624	158.793	66.2764	165.476	100.982	58.7478	229.027	100.48	136.904	130.639	123.135	200.269	144.519	127.221	61.111	83.318	160.586	141.693	46.9045	81.7433	47.5582	42.7114	124.76	99.3793	201.644	89.0332	8.71311	144.175	105.357	45.1984	57.8265	77.9299	44.99
TUBB	107.742	117.237	93.0887	95.5752	141.126	53.2697	181.249	113.498	106.209	279.499	107.029	78.9171	66.6922	57.2942	67.5138	108.081	106.363	71.2751	90.6154	119.48	63.5809	198.185	73.8569	70.4936	116.556	92.2568	86.8587	270.21	139.795	63.3088	98.6975	119.411	120.773	42.5062	56.8179	101.704	117.242	104.719	83.1877	343.133	71.613	40.7617	84.3769	96.647	33.3309	52.0827	64.8154	37.1657
AQP5	10.1842	76.9357	128.566	119.529	35.9718	16.7319	160.547	19.9149	132.258	167.696	75.8136	102.052	13.9524	128.372	151.508	297.278	30.4048	33.6491	68.6461	65.3541	20.7701	113.85	0.643921	24.2572	80.254	62.0027	18.5526	48.9562	70.9342	16.7917	121.431	88.9492	145.465	19.0818	25.9544	4.48443	0.0179244	0.0445447	81.1039	124.826	42.2814	0	121.151	78.6923	146.068	102.643	108.942	0.0370026
HIST1H2BJ	96.874	82.6314	94.5934	86.3056	101.768	66.9405	41.3381	220.05	102.532	74.5555	85.7424	71.3598	89.4652	56.8551	92.1876	138.383	72.4989	75.509	177.392	113.237	64.5716	303.346	73.7685	102.346	136.46	45.0578	119.161	62.4409	157.531	69.3243	93.627	178.71	119.234	93.2298	63.0412	86.7594	278.393	190.932	122.469	84.3772	46.4346	4.39516	74.6965	157.449	19.0687	11.334	31.6229	222.472
VEGFA	21.9405	40.689	22.3555	22.4351	26.2079	12.2234	29.4466	16.297	29.4427	18.9254	27.2547	22.6731	22.3502	23.4013	52.1851	37.8543	23.6414	24.4371	191.693	21.4528	33.7617	63.9609	19.139	242.743	107.585	35.9549	342.136	38.6518	16.7201	17.5278	38.15	41.903	31.8276	65.5283	18.8665	48.7655	11.2166	23.8789	37.0836	23.3895	41.1298	55.9223	21.7845	39.1983	30.5909	25.5339	50.83	28.0936
VMP1	45.9431	87.6223	87.0596	82.9763	77.3571	127.409	84.865	49.7319	95.3155	66.1868	70.8832	238.126	153.321	132.175	424.962	83.8159	83.6877	99.2195	99.1664	99.9358	99.8412	80.4519	136.676	165.075	109.916	114.062	138.901	143.985	86.2992	146.051	134.838	96.4097	132.699	132.868	109.907	101.283	24.0622	158.537	96.318	80.2903	92.5163	15.6027	92.7539	72.0646	104.777	108.754	99.7888	40.5387
CAPNS1	172.927	181.066	110.173	127.803	185.25	215.917	131.375	187.713	124.034	147.317	226.981	108.363	124.399	124.22	62.5773	134.706	167.974	97.1429	109.538	189.438	110.958	140.342	146	115.186	110.371	277.659	142.278	119.243	130.443	81.0372	89.8334	120.082	128.801	102.571	91.2251	349.513	52.0657	50.1434	101.671	115.017	72.6034	114.632	304.929	94.4725	112.765	134.453	87.4945	194.506
GPI	68.6992	80.8392	62.6051	63.8818	56.9873	48.8996	56.5473	78.1438	85.75	49.8971	192.758	33.0962	91.6441	73.8865	47.4861	44.4548	85.0667	71.7973	53.9316	87.079	65.1437	185.13	105.909	80.5827	150.619	84.5267	65.2892	136.216	73.2286	55.721	109.877	154.604	81.6354	108.626	57.6678	408.703	45.3195	129.744	93.2191	49.8373	67.2153	63.1855	147.773	110.541	47.1894	56.4911	64.7095	148.107
CFL1	305.837	267.932	201.723	206.161	319.023	186.976	160.251	360.577	212.656	152.283	193.074	186.423	260.028	200.236	179.645	262.101	216.53	228.659	283.71	190.714	184.104	314.528	239.365	231.687	262.201	174.758	202.996	314.425	215.732	131.114	159.095	338.521	239.315	221.712	186.113	125.002	142.708	225.164	226.682	212.94	202.948	87.0457	277.295	272.757	156.977	198.294	122.684	158.884
HIST2H4B	73.2326	78.1323	119.335	99.75	124.977	124.22	56.75	226.697	115.105	80.9694	95.0955	94.1538	151.272	131.07	84.7424	120.897	134.667	113.398	123.653	166.111	73.0997	328.922	146.642	138.71	205.724	83.1458	69.3336	218.809	208.923	81.5987	134.888	133.772	113.561	49.0036	84.6199	64.4664	179.773	134.922	127.543	106.15	88.5179	12.2625	113.106	165.411	14.2927	9.43561	23.0621	162.204
HIST1H2BO	93.9255	69.5211	109.434	92.6602	89.3292	103.809	63.268	228.693	108.796	97.6638	99.0008	71.1258	73.238	57.0598	87.6242	136.331	87.0026	78.3409	118.705	126.235	52.3233	320.881	58.2172	60.1612	126.144	47.1541	61.8159	71.2657	179.702	61.872	92.4795	163.635	114.353	59.8722	55.5366	83.3041	206.756	196.123	116.185	110.487	45.2994	0.632484	83.8562	183.746	13.867	8.7095	22.0586	242.38
PRDX1	225.338	127.219	119.573	107.912	127.051	47.0849	59.4389	255.524	180.657	91.069	134.91	204.655	159.223	125.164	192.952	159.232	94.9962	173.597	139.099	115.298	131.711	147.647	380.163	99.9114	143.949	113.093	86.6273	114.997	177.966	159.613	119.515	171.234	193.326	134.456	106.947	68.9091	103.431	194.581	109.849	90.9598	185.133	28.4184	140.695	126.547	81.1384	93.4209	61.5512	63.9317
MYL12B	179.578	202.568	121.726	139.708	152.024	156.219	232.369	228.139	158.205	260.076	164.316	110.436	175.283	166.452	81.55	203.773	127.599	113.178	140.339	84.672	138.099	100.046	116.152	102.216	148.586	161.65	110.912	128.887	124.942	138.907	138.138	169.01	168.376	145.735	57.1355	51.2578	15.6103	127.838	121.862	247.38	320.858	40.3724	236.245	88.1188	127.923	185.589	79.6628	80.9006
HIST2H2AA4	104.80835785	78.1379081	119.5029	106.99653	112.00715	132.40597816	73.988052035	176.915	117.9222	118.62325943	209.3224292	103.8373	196.441	110.8156	97.72105	119.2855	121.27074023	100.4851	126.7005	188.8411	76.361405	248.972	135.84415	136.6845	223.2485	102.031297085	67.46335	196.067	174.84372784	85.33829	102.677895	180.1705	153.4537969	60.3878	83.4956	83.83465	288.153	223.805	129.39365	138.4648089	103.3439525	24.53855	149.4555515	171.1555	20.4641	21.7971	27.28915	205.119417069
TESC	134.308	119.246	95.8902	78.7886	84.1818	31.1928	135.037	227.951	100.355	225.517	87.0608	126.622	77.4197	41.0292	95.8716	230.96	40.7049	97.2635	128.767	116.512	109.992	99.658	56.4922	127.763	263.806	79.9903	128.838	89.5306	83.3879	166.293	113.887	137.691	145.008	80.6557	72.9907	26.6091	0.694275	9.72413	65.9333	199.071	143.598	0.83287	93.7977	87.9664	59.7941	65.8157	148.307	1.1962
REXO2	23.6041	15.1767	21.094	22.9639	26.8104	25.7753	31.7014	26.3044	14.1851	21.7443	24.9071	23.1956	24.2931	28.9385	16.1629	13.7299	15.1854	26.7721	22.6495	19.7449	26.7466	13.5367	19.9267	26.5693	13.7059	19.1834	30.9169	16.186	16.6016	12.8068	16.6864	25.712	20.3103	22.0752	17.9528	6.89052	8.92659	419.182	20.319	32.3295	18.5614	9.58389	42.3616	16.2531	24.4698	29.1483	15.2835	11.3987
CD9	145.391	139.291	80.2776	104.122	143.639	69.244	73.2223	152.716	115.112	80.1191	138.028	57.1768	121.634	191.58	70.125	290.345	25.4606	121.389	161.939	76.2228	99.9298	125.48	120.548	150.134	74.0542	55.7025	163.71	83.3962	67.679	64.3066	136.794	128.641	182.892	181.594	162.002	63.6144	4.66784	272.056	126.83	83.6979	131.307	10.5529	191.732	101.26	52.3588	74.6769	71.5701	2.69717
HSPA8	166.82	310.296	184.347	206.293	230.131	158.526	112.957	320.375	203.463	119.096	214.679	214.615	215.117	163.034	108.908	272.697	163.6	237.097	213.63	183.307	195.345	315.568	281.013	174.551	314.468	181.491	190.999	171.56	237.958	159.562	217.113	273.084	248.645	173.485	126.916	94.9218	134.972	294.448	194.822	132.884	220.732	184.293	218.58	211.995	135.933	174.784	133.19	219.937
GLUL	74.5342	81.8114	57.452	75.6821	118.418	45.4052	69.3059	137.585	69.5307	82.5474	118.36	155.036	76.2409	392.518	110.151	63.8285	70.8486	161.669	73.1212	55.8621	103.065	75.6554	46.4847	40.9923	105.455	122.83	29.338	58.0786	77.144	115.541	34.9463	41.3352	85.0524	130.079	95.2026	128.334	66.4515	85.8025	41.7977	74.783	17.6545	19.0164	129.098	42.0321	49.6651	50.1132	47.5925	121.151
DMBT1	17.147	6.01504	133.074	144.498	24.032	16.1288	68.7201	1.48478	13.1806	23.0848	18.2726	4.56509	8.47348	12.4865	93.9913	177.483	14.6473	5.57446	69.1789	3.06517	5.36461	205.003	3.2817	70.483	29.3286	132.375	55.7892	7.04771	149.884	62.9667	17.5192	10.8703	13.1157	13.9897	12.645	64.2821	0	0	108.981	7.45264	17.49	0	114.905	136.967	132.462	54.4116	149.569	0.115311
YWHAZ	206.344	257.682	209.047	244.805	251.711	138.665	119.555	171.323	171.884	128.393	220.418	152.214	276.999	109.289	126.936	164.413	223.863	129.734	205.559	180.977	171.808	207.379	181.908	253.94	209.128	197.559	339.175	178.794	142.79	148.642	147.73	184.396	160.793	141.741	119.033	171.027	84.6658	208.668	223.818	139.237	231.812	68.4992	253.25	240.495	96.634	124.118	78.2319	141.504
CLU	17.2898	96.7463	29.7859	35.4021	16.1608	28.6028	19.3543	20.1033	41.6901	11.2074	37.7521	135.666	50.5013	49.406	126.295	58.4892	26.6791	27.4491	34.2456	18.3633	5.05361	41.8254	104.222	34.6939	15.5631	68.1877	44.3693	114.591	41.6539	108.085	7.01144	36.8787	58.6034	9.88511	15.2979	2.96433	4.87277	12.0196	32.1258	22.7042	13.0518	1.63915	18.2133	34.4966	122.687	157.149	325.46	1.28996
MIA	23.5566	38.0716	8.89086	13.5699	9.54295	7.1211	5.90743	174.672	11.2357	10.2061	153.392	22.8278	21.3576	86.3759	42.4317	42.1197	22.0863	121.746	68.5581	40.1355	99.57	34.7233	2.18128	36.66	49.7621	123.342	33.6977	48.9749	55.288	75.0869	0.667115	43.746	52.9305	184.665	35.9916	0.331602	0.535935	0.892863	7.55958	8.61482	125.868	0	251.079	16.5536	0.215196	0.111534	0.271599	1.01835
ITGB1	101.4	179.343	42.1205	61.2122	124.258	166.746	47.731	105.783	74.7612	43.8557	73.5924	73.3634	95.3147	54.8302	84.7304	86.3482	142.068	69.0076	59.2392	101.631	76.5427	67.3711	91.1307	70.7074	82.7094	95.707	75.6209	65.6615	67.1626	59.4048	44.6354	57.3119	55.8519	53.8198	74.2958	72.3465	9.82741	36.3279	30.109	57.2338	77.02	71.2444	85.9228	25.895	157.23	311.143	285.593	44.5956
PLAT	0.470055	1.01789	10.5486	42.9127	230.918	0.979335	1.85187	0.407209	0.532436	0.603219	97.3016	2.2342	11.7016	5.85932	4.18512	3.37879	107.262	0.232192	4.43093	1.25776	0.224302	57.2195	9.58995	1.34579	0.393879	13.7948	0.260538	0.537831	9.21776	0.551639	0.265424	2.10405	0.472004	0.803512	0.876729	0.134158	13.2869	0.70111	8.27924	0.437781	0.390213	1.16299	268.655	6.06952	127.953	74.7615	2.80861	1.14379
COX6C	109.628	150.104	174.059	147.774	123.686	147.343	80.7905	157.89	149.306	115.023	154.716	99.018	220.628	92.5636	71.7273	187.202	98.2665	153.867	228.876	106.883	151.829	138.656	186.292	232.973	253.977	114.15	302.159	164.811	109.067	119.342	164.272	155.114	151.468	107.696	112.213	182.18	72.6507	169.287	234.136	106	237.441	122.193	152.544	234.463	57.5133	59.4698	50.3594	102.991
HIST1H2BE	65.4508	70.1344	118.027	85.7954	30.1567	57.3095	39.7621	54.2983	116.519	51.0431	6.103	68.0681	2.15553	78.7601	57.5405	119.674	70.194	52.927	111.386	95.4294	43.8601	269.526	1.2819	30.3391	1.13746	20.7397	51.3019	74.2283	178.645	39.201	112.555	118.473	90.302	23.4384	42.2673	51.5306	0.897242	178.116	112.052	73.3516	33.2024	21.5187	11.6088	184.3	4.55001	6.74753	21.9527	11.4727
FOXJ1	65.5683	1.70598	25.1521	44.0759	28.7524	31.2425	39.8266	224.823	22.7978	47.4853	151.396	85.7594	45.9185	35.6914	139.134	27.4508	16.9512	158.963	49.3314	10.3184	121.237	86.2888	6.56371	47.1522	15.4301	56.7754	6.96501	81.6465	116.403	87.0411	6.56012	102.262	74.9456	235.551	47.5785	19.2247	0.13026	15.8287	9.90776	27.6851	40.4513	1.42947	65.667	13.1025	0.213419	0.220239	0.350591	101.919
COX7C	115.594	246.937	202.958	193.62	142.866	250.247	205.228	258.665	276.886	185.862	287.145	147.56	197.909	142.926	141.486	242.915	149.523	191.718	217.607	184.741	275.706	182.754	257.616	204.911	244.202	149.377	253.968	182.445	198.428	190.301	241.771	166.942	259.468	160.339	141.313	214.32	90.6904	66.4945	248.536	233.273	254.365	137.212	231.66	121.48	85.0572	99.1042	154.389	50.2154
H3F3AP4	208.746	184.64	166.521	170.297	244.045	99.7986	199.461	297.065	165.194	204.53	237.65	173.314	119.642	227.55	197.525	174.162	201.064	249.066	148.164	165.009	222.652	228.221	139.712	92.9543	246.319	296.77	92.5275	130.896	163.613	160.046	120.792	202.735	123.616	280.094	168.776	256.687	288.889	216.191	156.049	175.272	198.78	168.84	238.074	212.071	111.146	104.076	82.2536	208.446
AKR1C3	99.5509	51.6661	53.338	40.1574	38.1866	109.879	39.4539	73.4904	111.913	87.2426	23.4359	50.7069	54.9308	84.6359	65.7538	92.1878	17.587	67.618	54.9702	63.4714	75.7988	11.5475	381.216	57.5577	57.2323	63.8002	37.2053	24.0058	53.2162	119.282	110.169	45.8776	59.7224	48.8074	50.7389	35.6529	0.0530106	24.7844	54.9444	26.3208	58.2934	0.61971	33.8019	25.5619	25.5559	30.4609	28.1193	5.75453
CD63	267.975	264.833	161.639	169.909	214.084	167.649	114.709	260.537	169.04	132.739	124.209	153.729	113.527	189.623	168.402	261.488	127.883	159.016	137.305	137.949	155.418	154.399	75.5624	141.995	247.889	196.402	174.485	142.649	135.919	164.345	86.9065	56.0984	108.975	122.79	101.154	244.471	30.9671	141.756	106.517	137.272	223.513	186.269	210.287	147.375	195.642	250.028	209.042	129.339
CCND1	27.9633	74.4338	26.0193	39.4138	181.491	31.8445	44.2682	59.6188	37.9754	46.4785	32.2969	38.3172	49.9104	32.489	18.5238	46.0982	39.9514	33.1191	35.0606	50.6191	25.1204	50.279	95.379	30.6459	18.3979	33.4137	23.4164	51.8261	45.8731	12.1161	33.4607	41.8417	26.7267	26.1516	45.1419	10.1129	8.79943	21.7129	20.2355	76.2094	22.5149	1.64107	39.6798	35.7116	239.804	299.998	122.009	0.0115689
IGFBP3	61.3866	12.4459	17.5046	27.5341	115.133	79.456	125.662	0.0582741	4.67756	58.1156	99.5808	14.886	56.8312	43.7997	71.8372	14.4596	0.41534	57.0947	12.8933	0.471574	55.9682	53.3353	35.9739	11.1844	59.7935	0.0112349	0.0933454	99.6017	59.3293	19.0932	18.0731	3.22257	10.9538	137.19	30.2979	43.5522	1.43042	0.109622	7.83746	53.5707	5.63792	286.842	198.116	3.58574	38.7672	58.4285	68.9618	493.083
CALR	159.116	218.668	191.144	177.442	282.026	89.8799	214.196	181.555	197.223	205.742	157.033	169.98	181.325	118.865	134.049	296.044	150.309	227.402	212.88	141.402	211.398	265.302	229.362	126.588	210.929	176.237	144.258	326.274	232.493	167.925	194.278	244.113	236.786	194.75	107.069	234.519	112.202	337.933	169.502	193.312	138.307	127.925	196.126	274.065	160.693	193.203	226.93	227.978
SST	0	0	36.488	8.41594	0	0	0	0	0	0	0	0	0.299112	0	0	0	0	0.39931	0.0629839	0	6.14558	0.760221	0	0	0.0813144	0.128145	0	0	0	0.135079	0	0	8.1763	0	0	0	0.455925	0	145.535	0	0.072826	0.590421	0	351.597	5.5046	3.27282	0.363621	189.734
AGR3	86.032	74.9331	67.5723	61.2756	35.2806	47.1276	59.3492	117.082	78.7303	45.4502	56.894	64.1558	55.1023	67.6567	115.458	91.2995	62.7468	175.332	60.704	47.374	246.213	61.9553	6.91043	48.4599	89.1903	59.377	51.2442	51.1649	85.1362	197.779	102.279	86.8182	114.539	248.04	22.7065	71.6893	0	135.741	64.6749	27.276	62.0937	0	123.194	102.89	16.7382	15.4152	5.08646	25.8827
PDK4	3.17011	3.60022	2.45109	2.05165	1.28746	2.02612	1.74543	5.25151	3.18098	2.90314	10.2009	6.22946	2.47082	1.60694	5.19056	2.75943	2.12079	5.99976	0.828381	3.81878	4.78367	1.39972	1.93077	1.94789	2.77155	5.41949	0.888006	0.837437	2.22817	25.5423	2.23703	1.82474	2.43742	3.21008	1.53052	2.76348	0.429882	19.3565	1.72356	2.20973	6.88236	379.036	8.03486	1.58344	3.4028	2.68283	1.63167	24.5121
PPIB	74.4351	125.259	151.782	144.294	120.718	88.5463	219.775	251.456	144.396	263.88	111.522	57.6851	107.111	153.423	48.6113	182.568	106.758	191.197	154.839	183.894	201.87	167.304	137.119	101.047	152.152	72.2943	150.973	159.902	128.223	253.828	156.822	124.339	208.762	122.556	72.0494	84.4017	49.4449	252.74	159.199	229.489	139.663	84.7846	144.597	178.876	107.612	125.994	146.411	177.744
SCG5	0.241673	0.190178	0.279721	0.113415	0.118543	7.01914	4.69596	0.127162	0.963979	2.43077	4.17588	1.38111	1.90359	0.328317	2.83851	4.58006	1.99396	4.70796	6.51782	2.73551	3.74373	0.135039	0.406297	10.7994	4.85894	8.89821	20.5663	8.72087	0.329267	0	11.6867	4.77827	0.972929	3.58302	0.160279	26.3415	2.35907	1.50744	0.154364	3.65131	3.33549	377.021	4.17009	0.297734	2.46207	5.00953	7.56664	45.4289
UBA52	111.88	182.844	194.831	183.564	223.497	96.485	128.974	117.468	197.755	131.696	186.475	119.315	251.582	131.022	118.095	239.882	142.078	180.836	226.211	195.442	210.052	264.834	238.76	194.649	191.73	130.996	207.947	168.499	194.099	137.96	247.227	213.448	243.093	111.305	114.887	210.156	160.786	124.083	281.446	147.582	100.847	117.265	214.674	281.561	88.4951	87.1156	120.137	142.242
